產業類別,公司代號,公司名稱,員工薪資總額(仟元),員工人數-加權平均(人),員工薪資-平均數(仟元/人),每股盈餘(元/股),同業公司員工薪資-平均數(仟元/人),同業公司平均每股盈餘(元/股),非經理人之全時員工薪資平均數未達50萬元,公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少,公司經營績效與員工薪酬之關聯性及合理性說明
電子零組件業,3501,維熹科技,"156,465",248,631,5.99,785,5.37,,V,,本公司秉持根留台灣理念，在彰化仍保有工廠，主要產品為電源線，屬勞力較密集產業，申報資料中，產線直接人員為156人，約占統計人數60%，餘40%間接人員平均薪資超過同業平均薪資773仟元以上，仍具同業水準。
其他電子業,3450,聯鈞,"457,151",725,631,4.09,"1,179",7.41,,,,
電子零組件業,6269,台郡科技,"1,021,285","1,622",630,8.55,785,5.37,,V,,1.本公司依「非擔任主管職務之全時員工薪資資訊」申報作業規定計算全公司薪資平均數2.本公司的製程以勞力密集為主，製造直接人工佔比較大，直接人力薪資比例佔全公司薪資比較高
水泥工業,1110,東泥,"50,356",80,629,0.12,862,3.29,,,,
汽車工業,1521,大億,"535,981",853,628,4.19,707,5.02,,V,,關聯性：直接性的關聯為年終獎金：依每年經營績效達成狀況提撥與發放。合理性：因每人獲利平均數低於同業，故薪資平均數低於同業水準應屬合理。
電腦及週邊設備業,6230,超眾,"200,954",320,628,6.9,"1,200",2.73,,V,,"公司依據每年營運績效提撥獎金.酬勞.調薪比率,除因資深員工異動外,依訂單需求狀況,調節新進人員及外勞,導致每年平均薪資會有差異;同一產業內之公司實際營運項目產品內容差異很大,依此比較結果不客觀."
化學工業,1735,日勝化,"90,502",144,628,0.1,795,1.75,,,,
電子零組件業,2059,川湖,"318,473",508,627,18.64,785,5.37,,V,,本公司設計薪酬制度之核心精神在於確保員工可以在穩定且一定的基礎上，專心致力於專業上發揮。企業於年度終了依照經營績效與獲利狀況扣除應有之稅捐及法定提撥後倘有盈餘，即秉持著與全體員工共享之理念與全員共享。
鋼鐵工業,2007,燁興公司,"261,477",417,627,0.03,"1,115",1.57,,,,
電機機械,2371,大同,"1,776,895","2,833",627,-4.75,743,1.51,,,,
玻璃陶瓷,1809,中釉,"135,250",216,626,0,587,0.17,,,,
其他,1437,勤益投控,"18,087",29,624,1.23,780,3.69,,,,
電腦及週邊設備業,6172,互億科技,"1,870",3,623,0.37,"1,200",2.73,,,,
電子零組件業,3308,聯德電子,"27,986",45,622,-1.57,785,5.37,,,,
電子零組件業,5469,瀚宇博德,"420,028",675,622,3.55,785,5.37,,,,
電子零組件業,6153,嘉聯益,"1,191,141","1,914",622,2.08,785,5.37,,,,
汽車工業,6288,聯嘉光電,"306,402",495,619,0.91,707,5.02,,,,
其他,6504,南六,"170,296",276,617,8.16,780,3.69,,V,,由於台灣未有與本公司係完全相同之同業，比較基礎不同，故係屬合理。
橡膠工業,2105,正新,"3,895,731","6,313",617,1.09,632,1.17,,,,
光電業,2466,冠西電,"63,972",104,615,0.02,816,1.04,,,,
其他,9925,新光保全,"852,076","1,385",615,2.18,780,3.69,,,,
電子零組件業,2355,敬鵬,"2,390,352","3,895",614,0.41,785,5.37,,,,
生技醫療業,4142,國光生技,"172,581",281,614,-2.59,674,1.42,,,,
航運業,2613,中櫃,"396,119",648,611,0.53,"1,149",0.62,,,,
生技醫療業,4133,亞諾法,"76,196",125,610,0.76,674,1.42,,,,
電子零組件業,2368,金像電,"1,380,242","2,266",609,0.42,785,5.37,,,,
食品工業,1215,卜蜂企業,"1,117,514","1,839",608,3.55,776,2.53,,V,,本公司屬食品製造業，依法令申請外勞，約佔總員工人數30.4%，如扣除外勞，本國員工薪資應符合市場薪資行情。
其他,9921,巨大機械,"1,435,631","2,362",608,7.64,780,3.69,,V,,"1.我司為勞力技術密集工業,全司約82%為直接作業員(其中約500人為外籍勞工)2.107年4月中美貿易大戰,全力追趕輸美訂單,因勞動法修法加班時數限制下,於4月起錄用更多生產作業員,增加近7%。1&2兩類員工皆非高薪族群"
電機機械,1528,恩德,"166,357",274,607,0.22,743,1.51,,,,
航運業,2630,亞洲航空,"590,559",973,607,0.13,"1,149",0.62,,,,
其他,9905,大華金,"207,566",342,607,1.47,780,3.69,,,,
水泥工業,1109,信大水泥,"225,068",372,605,2.38,862,3.29,,,,
電機機械,1527,鑽全,"427,495",707,605,7.48,743,1.51,,V,,本公司訂有薪資管理辦法，公司員工薪酬皆依辦法規定辦理。107年獲利大幅提升，係因受惠於台幣貶值認列匯兌利益所致。
汽車工業,1525,江申工業,"160,624",266,604,6.17,707,5.02,,V,,(1)本公司EPS有90%貢獻來自於業外的轉投資收益認列，故與台灣廠員工生產績效關聯性較低。(2)非擔任主管職之全職員工人數計266人，其中外籍同仁人數52人，占20%，人員結構影響平均薪資水準。
光電業,6225,天瀚,"3,616",6,603,-0.17,816,1.04,,,,
化學工業,1776,展宇,"82,443",137,602,-0.49,795,1.75,,,,
光電業,3437,榮創,"792,793","1,319",601,-2.68,816,1.04,,,,
半導體業,3536,誠創科技,"11,427",19,601,-0.62,"1,228",7.24,,,,
電器電纜,1617,榮星電線,"149,958",250,600,1.5,711,1.96,,,,
其他,9902,台火,"5,401",9,600,0.12,780,3.69,,,,
貿易百貨,2910,統領,"29,245",49,597,0.51,788,3.29,,,,
紡織纖維,1413,宏洲纖維,"119,400",201,594,1.83,637,1.5,,V,,本公司107年度EPS較同業為佳，惟非經理人之全時員工(年度)薪資平均數低於同業水準，主要係公司尚有累計虧損待彌補，故無法發放員工紅利所致。
電子零組件業,2456,奇力新,"469,513",790,594,11.54,785,5.37,,V,,107年非擔任主管職務之全時員工，多為產線人員，去年間接管理人員年平均薪資福利金額超過百萬元，優於法規基本工資甚多，且上述金額未包含員工認股權及其他紅利、獎金。本公司整體員工薪資與福利並未低於其他同業。
其他電子業,6201,亞弘電,"199,791",337,593,2.95,"1,179",7.41,,,,
通信網路業,2450,神腦,"1,654,590","2,796",592,1.59,"1,123",2.93,,,,
生技醫療業,1731,美吾華,"115,751",196,591,0.57,674,1.42,,,,
生技醫療業,1783,和康生技,"73,243",124,591,0.82,674,1.42,,,,
電子零組件業,3003,健和興,"378,534",641,591,3.08,785,5.37,,,,
汽車工業,1319,東陽,"2,061,646","3,497",590,3.26,707,5.02,,,,
玻璃陶瓷,1802,台玻,"2,780,144","4,711",590,0.37,587,0.17,,,,
汽車工業,1522,堤維西,"926,917","1,572",590,2,707,5.02,,V,,本公司接單特性大多為少量多樣生產，因自動化產線尚未普及，較多產線仍需依賴人工作業，其中藍領員工人數比重高，且所聘用外勞較多以基本工資起薪，因此對於整體員工平均薪資有降低的效果。
橡膠工業,2107,厚生,"113,770",193,589,0.59,632,1.17,,,,
光電業,3591,艾笛森,"111,963",190,589,0.3,816,1.04,,,,
其他,6184,大豐電,"38,892",66,589,2.37,780,3.69,,,,
觀光事業,2707,晶華酒店,"711,826","1,213",587,10.8,552,1.38,,,,
汽車工業,2231,為升,"176,683",301,587,9.48,707,5.02,,V,,本公司屬製造業，非擔任主管職務之全時員工(年度)薪資平均數已達50萬元以上，其中基層員工佔比27.67%，員工學歷分佈中，高中職(含)以下佔比40.25%。上述數據說明薪資平均數之依據。
食品工業,1217,愛之味,"306,143",522,586,0.1,776,2.53,,,,
紡織纖維,1452,宏益,"143,941",246,585,1.47,637,1.5,,,,
光電業,2486,一詮精密,"421,987",721,585,-0.56,816,1.04,,,,
電機機械,1531,高林股,"132,670",227,584,0.68,743,1.51,,,,
電子通路業,2430,燦坤實業,"1,049,335","1,797",584,1.34,900,3.73,,,,
觀光事業,2731,雄獅旅遊,"1,297,677","2,222",584,3.66,552,1.38,,,,
其他,9939,宏全,"681,691","1,168",584,3.73,780,3.69,,V,,本公司產業為傳統製造業，因所需生產線人力佔總人數約65%、現場流動性較高且外籍員工佔1/6，故整體平均數拉低；本公司仍持續積極提升薪資福利制度、培育優秀人才、建立安全、舒適的職場環境等方式提高員工滿意度。
電子零組件業,2420,新巨,"334,610",574,583,3.26,785,5.37,,,,
紡織纖維,1455,集盛,"804,493","1,389",579,0.15,637,1.5,,,,
鋼鐵工業,2030,彰源,"383,684",664,578,1.97,"1,115",1.57,,V,,"1)本公司107年非擔任主管職務之全時員工薪資平均數578仟元/人,較106年551仟元/人增加5%。2)部份職務由外籍勞工擔任,107年佔總員工人數28%,故影響總平均薪資。"
電器電纜,1608,華榮,"239,056",414,577,-1.46,711,1.96,,,,
光電業,2349,錸德科技,"584,067","1,013",577,-1.01,816,1.04,,,,
半導體業,3189,景碩科技,"2,703,875","4,684",577,0.78,"1,228",7.24,,,,
汽車工業,1512,瑞利,"150,957",262,576,-0.94,707,5.02,,,,
光電業,3050,鈺德科技,"128,711",224,575,0.41,816,1.04,,,,
半導體業,4967,十銓,"150,623",262,575,3.04,"1,228",7.24,,,,
其他,2496,卓越成功,"20,130",35,575,7.18,780,3.69,,V,,因投入生產製造之作業員人數佔總人數45.7%，影響整體平均薪資水平。另107年營運方針以教育為主光纖為輔，於108年7月1日起調整產業類別。未來仍秉持企業永續經營精神，將經營績效回饋員工並提升員工福祉。
光電業,6131,悠克國際,"1,723",3,574,-8.4,816,1.04,,,,
建材營造,2528,皇普建設,"9,168",16,573,-0.4,783,1.81,,,,
鋼鐵工業,2069,運錩,"78,446",137,573,5.9,"1,115",1.57,,V,,1、公司雖已經營30多年，近10年員工人數才急速增加，員工平均年資較同業低，故薪資相對較低。2、107年公司獲利較佳，故會於108年做薪資調整。3、107年獲利主要來自非常態性的業外收入。
貿易百貨,2913,台灣農林,"146,331",256,572,-0.05,788,3.29,,,,
其他,8463,潤泰精材,"165,219",289,572,0.77,780,3.69,,,,
其他,9945,潤泰創新,"148,070",259,572,7.22,780,3.69,,V,,本公司獲利來源中，轉投資收益佔比較高，若排除此部分，獲利表現未優於同業。而量販事業受電商崛起，業績下滑致虧損，此部分人力較多，平均薪資不易拉升。本公司盡力改善量販營運績效，以回饋員工並提升員工福祉。
塑膠工業,1307,三芳化工,"545,669",956,571,0.76,"1,249",5.5,,,,
其他,9938,台灣百和,"566,495",992,571,4.57,780,3.69,,V,,"1.本公司107年度非擔任主管職務之全時員工年薪資平均數超過50萬元，惟因產業別為其它，難以找到同產業別作比較2為因應未來營運成長及持續強化競爭力，本公司於2019年1月起對全體同仁調整薪資月增加1,100元"
食品工業,1231,聯華食品,"964,750","1,693",570,3.26,776,2.53,,V,,非擔任主管職務之全時員工人數中將近7成為第一線生產作業人員，其中外籍同仁及給薪未滿12個月的員工合計又近4成，因此造成薪資平均數低於同業水準，本公司秉持共創價值、利潤分享之理念，持續優化同仁薪酬水準。
造紙工業,1903,士紙,"26,708",47,568,-0.64,739,1.25,,,,
玻璃陶瓷,1810,和成,"621,655","1,097",567,-0.18,587,0.17,,,,
半導體業,2481,強茂,"791,626","1,396",567,2.41,"1,228",7.24,,,,
電機機械,4540,全球傳動,"502,013",885,567,6.93,743,1.51,,V,,員工薪資平均數略低於同業水準，近二年積極擴充產線，導致新進員工較多，另協助青年就業，大舉進用無工作經驗之應屆畢業生，亦是整體薪資平均數較低之原因。預期未來員工薪資平均數將可逐漸趕上同業水準甚至超越。
其他電子業,3018,同開科技,"63,395",112,566,-2.17,"1,179",7.41,,,,
玻璃陶瓷,1806,冠軍,"386,706",684,565,-1.32,587,0.17,,,,
紡織纖維,1451,年興紡織,"379,490",672,565,2.03,637,1.5,,V,,"本公司非擔任主管職務之全時員工年薪平均數雖為565,000元， 但統計資料的人力結構中，工廠直接人工和外籍移工人數合計占比超過50%以上，因此導致平均年薪偏低。"
觀光事業,2704,國賓,"684,153","1,214",564,1.1,552,1.38,,,,
電器電纜,1616,億泰,"102,511",182,563,0.06,711,1.96,,,,
紡織纖維,1434,福懋興業,"1,825,179","3,248",562,2.82,637,1.5,,V,,"1.本公司薪酬採穩健政策，兼顧企業長期發展及員工生活保障。2.除了紡織生產製造外，本公司另有加油站，107年加油站1,143人佔總人數25%。因加油站屬服務業薪資較製造業低且人員流動率高，影響本公司平均工資水準。"
食品工業,1225,福懋油,"123,352",220,561,1.17,776,2.53,,,,
塑膠工業,1315,達新工業,"207,062",369,561,1.2,"1,249",5.5,,,,
紡織纖維,1419,新紡,"241,994",431,561,0.94,637,1.5,,,,
航運業,2611,志信,"24,065",43,560,0.29,"1,149",0.62,,,,
紡織纖維,1470,大統新創,"133,072",238,559,0.57,637,1.5,,,,
汽車工業,1533,車王電,"237,174",424,559,2.71,707,5.02,,V,,107年大陸孫公司、美國子公司皆有良好獲利，每股盈餘增加，但其員工並不含於此次計算。一般電機機械業資深技工較多薪資較高，而車王組裝線多，外勞直接人力占比20%；非經理人之全時員工薪資平均數較前一年度增加
塑膠工業,1323,永裕,"401,446",720,558,3.32,"1,249",5.5,,,,
光電業,2323,中環,"763,234","1,368",558,0.24,816,1.04,,,,
生技醫療業,3164,景岳生技,"71,437",128,558,1.78,674,1.42,,V,,"本公司107年度EPS1.78元高於同業係因處分子公司白木屋食品(股)公司股權之利益所致，該處分利益金額148,894千元，換算每股EPS為1.67元，扣除該處分利益後EPS為0.11元，並未較同業為佳。"
紡織纖維,1446,宏和,"24,413",44,555,-0.21,637,1.5,,,,
電器電纜,1618,合機公司,"132,152",238,555,-0.04,711,1.96,,,,
通信網路業,8011,台通,"125,958",227,555,0.01,"1,123",2.93,,,,
鋼鐵工業,2024,志聯工業,"99,180",179,554,0.77,"1,115",1.57,,,,
電子零組件業,2367,燿華,"2,657,355","4,795",554,1.06,785,5.37,,,,
建材營造,2543,皇昌營造,"381,826",691,553,-2.16,783,1.81,,,,
紡織纖維,1473,台南企業,"199,153",361,552,0.54,637,1.5,,,,
觀光事業,2739,寒舍餐旅,"886,957","1,608",552,1.02,552,1.38,,,,
其他,9944,新麗企業,"108,232",196,552,0.01,780,3.69,,,,
光電業,2426,鼎元,"382,937",696,550,1.79,816,1.04,,V,,1.107年度公司EPS含業外收入為1.79較同業佳，扣除業外收入後為0.55，獲利表現未高於同業平均。2.光電產業分類廣泛，本司為電子零組件產業，以台灣生產為主，生產人員佔總人數約63%，故薪資平均數並未高於同業水準。
航運業,2642,宅配通,"956,292","1,743",549,0.72,"1,149",0.62,,V,,路線貨運公會成員包括：統一速達、新竹物流、嘉里大榮、中連、通盈、祥億及我司。證交所類別與路線貨運公會有差異。我司員工以3.5頓貨車司機為主，市場行情年均薪資42~48萬，我司年均薪資54.9萬。
造紙工業,1902,台紙,"61,974",113,548,1.03,739,1.25,,,,
貿易百貨,8443,阿瘦,"325,218",594,548,0.23,788,3.29,,,,
其他,8473,山林水,"229,569",419,548,2.78,780,3.69,,,,
其他,1516,川飛,"2,733",5,547,0.51,780,3.69,,,,
光電業,6289,華上光電,"76,433",140,546,0.26,816,1.04,,,,
光電業,6278,台表科,"362,505",664,546,2.68,816,1.04,,V,,本公司非擔任主管職員工薪資低於同業，主因本公司在產業鏈中屬製造生產端，產線作業員比例大於同業，在人力結構不同的情況下非經理人之全時員工薪資低於同業。
化學工業,1727,中華化學,"124,754",229,545,0.9,795,1.75,,,,
鋼鐵工業,2012,春雨,"306,328",562,545,1.74,"1,115",1.57,,V,,春雨公司獲利大部分由國內外轉投資公司而來，因此若扣除轉投資獲利後，本公司非經理人之全時員工薪資平均數並無低於同業水準。
紡織纖維,1440,南紡,"989,405","1,821",543,0.65,637,1.5,,,,
紡織纖維,1410,南染,"45,569",84,542,1.44,637,1.5,,,,
電器電纜,1615,大山,"116,475",215,542,1.76,711,1.96,,,,
光電業,3149,正達國際,"346,980",640,542,-0.64,816,1.04,,,,
建材營造,5521,工信,"334,376",617,542,-0.2,783,1.81,,,,
電腦及週邊設備業,6117,迎廣科技,"330,203",609,542,-2.15,"1,200",2.73,,,,
其他,9924,台灣福興,"547,672","1,010",542,3.68,780,3.69,,,,
觀光事業,2727,王品,"1,782,045","3,294",541,4.52,552,1.38,,V,,1.107年獲利較106年減少24.8%，但員工整體調薪約5.2%2.公司每月淨利提撥固定比例回饋員工、及年度年終獎金；若淨利率達成率100%以上另增發年終獎金。
食品工業,1203,味王公司,"378,269",700,540,1.82,776,2.53,,,,
通信網路業,2485,兆赫電子,"598,258","1,112",538,0.93,"1,123",2.93,,,,
電機機械,4562,穎漢科技,"205,497",382,538,2.21,743,1.51,,V,,本公司為管件成型機專業製造廠，在高比率的廠內自製率下，所需中底階操作人員較多，年資相對較淺，致使平均薪資較同業微低，惟每年均以當年經營績效及員工年度工作績效作為調薪依據及獎金發放的主要依據。
半導體業,2302,麗正,"33,834",63,537,0.17,"1,228",7.24,,,,
鋼鐵工業,9958,世紀鋼構,"117,987",220,536,0.17,"1,115",1.57,,,,
紡織纖維,1463,強盛染整,"100,818",188,536,1.62,637,1.5,,V,,本公司EPS1.62中，來自於轉投資獲利為1.36元，來自本業僅0.26元，本業獲利未高於同業。轉投資獲利主要來自子公司餘屋銷售，非為常態性，尚無法反應於經常性薪資，故就目前公司經營績效與員工薪酬之關聯，應屬合理。
電子零組件業,3376,新日興,"852,383","1,589",536,6.67,785,5.37,,V,,本公司員工薪酬依「公司章程」「薪給管理辦法」「績效考核辦法」「員工升遷及調薪作業辦法」，依其對公司績效貢獻度，給予合理報酬，惟本公司直接人員佔全體員工比重超過64%，致本公司薪資平均數較低。
電子零組件業,6251,定穎電子,"373,874",699,535,-0.86,785,5.37,,,,
半導體業,8131,福懋科技,"1,280,952","2,394",535,3.21,"1,228",7.24,,,,
生技醫療業,1733,五鼎,"363,338",680,534,0.95,674,1.42,,,,
其他,2062,橋椿,"504,958",945,534,0.68,780,3.69,,,,
光電業,2406,國碩科技,"259,131",485,534,-4.21,816,1.04,,,,
其他電子業,3305,昇貿科技,"91,210",171,533,0.35,"1,179",7.41,,,,
食品工業,1219,福壽實業,"309,766",582,532,-0.03,776,2.53,,,,
塑膠工業,1324,地球工業,"133,120",250,532,0.02,"1,249",5.5,,,,
光電業,4956,光鋐,"241,161",454,531,-0.77,816,1.04,,,,
電機機械,1540,喬福機械,"47,170",89,530,1.59,743,1.51,,V,,皆依每年度盈餘提列員工分紅
電機機械,1526,日馳,"82,436",156,528,2.69,743,1.51,,V,,符合區域性薪資水準，日後會再參考同業公司平均薪資水準作為員工聘用及調薪基準。
食品工業,1233,天仁,"499,903",951,526,1.93,776,2.53,,,,
其他,9955,佳龍,"37,872",72,526,-2.62,780,3.69,,,,
光電業,3038,全台,"427,962",817,524,0.71,816,1.04,,,,
觀光事業,5706,鳳凰旅遊,"112,198",214,524,2.72,552,1.38,,V,,本公司與同業平均數差異不大，主要係因員工人力結構以年資淺之員工居多，起薪較低，故將非擔任主管之全時員工平均薪資拉低。
半導體業,8110,華東,"1,256,122","2,404",523,0.78,"1,228",7.24,,,,
汽車工業,2497,怡利電子,"260,654",499,522,-1.95,707,5.02,,,,
光電業,6405,悅城科技,"206,323",395,522,0.09,816,1.04,,,,
紡織纖維,1464,得力實業,"408,576",784,521,0.61,637,1.5,,,,
紡織纖維,1443,立益紡織,"36,942",71,520,-2.38,637,1.5,,,,
紡織纖維,1460,宏遠,"946,098","1,820",520,0.33,637,1.5,,,,
電子零組件業,2484,希華,"340,121",654,520,1.63,785,5.37,,,,
貿易百貨,2906,高林實,"69,725",134,520,0.17,788,3.29,,,,
電子零組件業,4545,銘鈺,"294,432",566,520,-0.74,785,5.37,,,,
其他,9919,康那香,"287,536",553,520,-0.08,780,3.69,,,,
電器電纜,1611,中電,"147,782",285,519,0.17,711,1.96,,,,
電機機械,8222,寶一科技,"123,434",238,519,0.7,743,1.51,,,,
電機機械,1515,力山,"283,403",546,519,2.2,743,1.51,,V,,公司經營績效與員工薪酬之關聯性1. 本公司薪資調薪幅度會依據前一年公司經營績效進行調整。2. 108年因應107年度公司經營績效，於108年3月已進行調整薪資幅度5%。
電機機械,1529,樂士,"17,621",34,518,0.71,743,1.51,,,,
電子零組件業,6141,柏承科技,"206,188",398,518,-0.68,785,5.37,,,,
觀光事業,9943,好樂迪,"470,421",909,518,6.06,552,1.38,,V,,人力結構以服務生為主，高達九成，進入門檻容易，無學歷及經驗的要求，65%為高中(含)以下學歷。惟基層人員流動率高，未達一年年資者佔23%，影響各項獎金之領取，綜上原因，造成整體薪資平均數偏低。
電機機械,1538,正峰新,"52,236",101,517,-1.77,743,1.51,,,,
紡織纖維,1447,力鵬,"676,105","1,311",516,0.19,637,1.5,,,,
鋼鐵工業,2022,聚亨,"58,321",113,516,-0.11,"1,115",1.57,,,,
橡膠工業,2102,泰豐輪胎,"586,947","1,138",516,-2.67,632,1.17,,,,
光電業,2438,翔耀實業,"13,933",27,516,0.09,816,1.04,,,,
光電業,3051,力特光電,"303,203",588,516,-0.32,816,1.04,,,,
紡織纖維,1444,力麗,"600,688","1,167",515,0.44,637,1.5,,,,
塑膠工業,4306,炎洲,"188,130",365,515,1.11,"1,249",5.5,,,,
紡織纖維,1474,弘裕,"244,595",476,514,0.87,637,1.5,,,,
鋼鐵工業,2038,海光企業,"215,395",420,513,-1.09,"1,115",1.57,,,,
橡膠工業,2106,建大,"936,000","1,824",513,0.79,632,1.17,,,,
半導體業,2369,菱生,"1,205,374","2,348",513,-0.55,"1,228",7.24,,,,
汽車工業,6605,帝寶工業,"1,569,583","3,062",513,5.66,707,5.02,,V,,"1.本公司自製生產比例高達97%以上,僱用人數相對較同業高。2.國內招募基層員工不易需搭配任用外籍員工;基於自行培育本產業技術人才與高職端建教合作,外籍及建教合作生共768位,佔總員工比24.3%,於平均薪資有直接影響。"
鋼鐵工業,2008,高興昌,"111,005",217,512,-0.88,"1,115",1.57,,,,
資訊服務業,4994,傳奇,"297,347",581,512,-2.6,879,2.13,,,,
紡織纖維,1467,南緯實業,"176,607",346,510,-0.29,637,1.5,,,,
橡膠工業,2114,鑫永銓,"55,083",108,510,5.85,632,1.17,,V,,"本公司此薪資水平在南投地區已屬中上所得,本公司近年為謀求企業永續經營,讓員工有更好的工作環境,以盈餘致力發展新事業、投資智動化生產、興建研發大樓與廠房，此投資與福利遠優於同業,是除了薪資以外之非薪資所得。"
生技醫療業,4737,華廣,"406,556",797,510,2.23,674,1.42,,V,,因應公司經營策略，持續投入創新產品開發與IOT發展，延攬研發人才與產能需求增聘員工，致新進人員(未滿年)比例高達16%，並因建置在地化生產基地，製造人力占全體人數約65%，高於同業占比，致全體平均年薪低於同業.
其他,6464,台數科,"20,868",41,509,5.21,780,3.69,,V,,本公司因獲利表現較同業為佳，惟員工薪資平均數低於同業水準；透過此次薪酬揭露訊息，公司有機會了解整體市場狀況，未來將對整體經營績效與員工報酬結合，增進員工福利、促進勞資雙贏，落實公司治理與企業社會責任。
紡織纖維,1466,聚隆,"219,131",431,508,-0.94,637,1.5,,,,
生技醫療業,1734,杏輝藥品,"365,972",721,508,0.05,674,1.42,,,,
電子零組件業,6155,鈞寶,"123,953",244,508,1.48,785,5.37,,,,
紡織纖維,1417,嘉裕,"132,945",262,507,-0.61,637,1.5,,,,
電子零組件業,2316,楠梓電,"839,857","1,656",507,1.34,785,5.37,,,,
鋼鐵工業,2032,新鋼工業,"91,608",181,506,0.13,"1,115",1.57,,,,
光電業,3383,新世紀,"207,610",410,506,-1.11,816,1.04,,,,
電子零組件業,6108,競國實業,"324,987",642,506,3.47,785,5.37,,,,
水泥工業,1108,幸福水泥,"211,597",420,504,-0.44,862,3.29,,,,
紡織纖維,1414,東和,"113,437",225,504,0.17,637,1.5,,,,
鋼鐵工業,2009,第一伸銅,"126,641",252,503,0.24,"1,115",1.57,,,,
塑膠工業,1325,恒大,"62,794",125,502,0.7,"1,249",5.5,,,,
汽車工業,2228,劍麟,"205,757",410,502,6.63,707,5.02,,V,,一.107年度獲利主要歸功於海外子公司。二.合理性：每年參考物價指數、外部薪資調查，檢視薪等表市場定位；近10年平均調薪幅度超過3 %。三.關聯性：每年視經營績效，經董事會決議調薪幅度與年終獎金。
電子零組件業,2460,建通精密,"66,567",133,501,-0.53,785,5.37,,,,
半導體業,2434,統懋,"64,485",129,500,-2.56,"1,228",7.24,,,,
橡膠工業,2109,華豐橡膠,"403,639",810,498,-0.76,632,1.17,V,,,1.營利下滑，生產力降低。2.從業員有計件薪酬，無確定金額。
紡織纖維,1454,台富,"203,763",410,497,0.15,637,1.5,V,,,公司經營績效稅前盈餘較106年度減少，故年終獎金及員工紅利均減少
其他,9942,茂順,"478,499",965,496,5.28,780,3.69,V,V,,關聯性 : 依據本公司章程第28條：本公司年度如有獲利應提撥不低於3﹪為員工酬勞。本公司地處南投、屬傳統製造業且產線同仁比例近八成，每年會依據政府法令與個人績效表現調薪，並經薪資調查給予同仁合理的薪酬。
電腦及週邊設備業,6128,上福全球,"227,096",460,494,0.36,"1,200",2.73,V,,,1.本公司有技術可以自主開發產品，但產品組裝需要很多基層作業人員，其人數佔比過一半。2.本公司獎金及員工酬勞之提撥為自結稅前淨利依獲利比例分派。由於107年公司獲利為近五年最低，故整體薪資亦較低。
紡織纖維,1465,偉全實業,"82,376",167,493,-0.12,637,1.5,V,,,本公司為長纖織布廠，其薪資組成主要為產線作業員(占申報人數80%)。依據104人力銀行統計資料顯示，作業員平均薪資為333仟元，另因本公司107年度虧損故影響薪酬水準。
電子零組件業,2483,百容,"266,807",541,493,1.5,785,5.37,V,,,"本公司於台灣設置三個生產基地,由於產品生產線人力之需求,107年度任職滿六個月以上之外籍員工達126人,外籍員工薪資低於員工平均薪資,以致整體員工平均薪資降低."
汽車工業,1568,倉佑,"307,245",626,491,0.92,707,5.02,V,,,本公司107年度的營運目標未達成，導致相關的變動薪資如:加班費和獎金等減少所致，然本公司亦於107年度5月份，針對全體員工進行調薪，調薪幅度約 4.3%，故本公司無薪資費用與經營績效不相當的情況發生。
觀光事業,2748,雲品,"218,864",446,491,3.22,552,1.38,V,V,,本公司營收以餐飲為主，餐飲服務人員流動性高，具經驗之資深員工較少所致。
半導體業,5285,界霖,"138,089",281,491,4.54,"1,228",7.24,V,,,本公司107年度獲利大部份來自海外子公司之投資利益，而國內員工獎金係依國內本廠經營績效成果作發放基礎。業經本公司評估經營績效與員工薪酬息息相關且尚屬合理。
化學工業,1732,毛寶,"71,954",147,489,0.16,795,1.75,V,,,近幾年公司經營狀況雖未達成公司設定的目標，但均有微幅調整員工薪酬。
其他,2358,廷鑫,"51,364",105,489,0.77,780,3.69,V,,,因公司目前尚在彌補虧損階段，待有獲利，再重新調整薪資結構。
鋼鐵工業,2025,千興,"52,752",108,488,-1.83,"1,115",1.57,V,,,公司尚有累積虧損，但107年薪資調整幅度約5.63%
其他,9929,秋雨,"105,346",216,488,0.32,780,3.69,V,,,"公司屬印刷製造業,工廠增額5%雇用藍領外勞,107年度外勞計43人,支薪月數與人數比率約佔全公司19%,影響整體薪資平均值減降,造成平均數未達50萬元.108年度優化人力,減少外勞雇用,目前估計可提升薪資平均數達50萬以上."
紡織纖維,1445,大宇紡織,"181,193",372,487,-0.17,637,1.5,V,,,"本公司年終獎金給付依據該年度營業績效發放，依公司章程第25條，營業年度如有獲利，提撥2%為員工酬勞。因107年度稅前淨損35,465仟元，依規定107年度年終獎金發放減少以及員工酬勞為0。"
電機機械,1539,巨庭機械,"75,932",156,487,5.07,743,1.51,V,V,,本公司從事DIY木工機械ODM、OEM之生產，107年非部門主管之員工約有156人，其中外勞及馬達廠現場人員佔非部門主管員工約三分之一，這些人從事較非技術性工作，因此薪資較低進而拉低了本公司整體平均薪資。
電子零組件業,3321,同泰電子,"309,698",636,487,-3.84,785,5.37,V,,,本公司非擔任主管職務之員工(年度)薪資平均數約48.7萬元，與主管機關訂定篩選條件年度平均薪資要達50萬元，僅差額約1.3萬元，主因107年度本公司為虧損，故除發放經常性薪資，非經常性薪資發放之基數較少所致。
